normalization,sign_frac,metric,mean,std,n_groups,sem
original_radius,0.0,GR,5.845655650893847,0.6567957615766183,50,0.09288494737308194
original_radius,0.0,IPC,6.836664623154629,0.4341437743200899,50,0.06139720136633153
original_radius,0.0,KR,3.6336282402276994,0.3803667057024559,50,0.05379197538795888
original_radius,0.0,MC,4.513318042953809,0.25231364396973827,50,0.03568253772737803
original_radius,0.06113256113256113,GR,5.341279539465904,0.6747809221201972,50,0.09542843316930061
original_radius,0.06113256113256113,IPC,7.182404238632764,0.4795230476622,50,0.06781479974743633
original_radius,0.06113256113256113,KR,3.3243845403194427,0.3741664722517215,50,0.052915129964368084
original_radius,0.06113256113256113,MC,4.7379129974047345,0.29134358534633614,50,0.041202204970719185
original_radius,0.1,GR,5.09938674847285,0.5705225134348393,50,0.0806840676138736
original_radius,0.1,IPC,7.245047731323405,0.340412592474753,50,0.048141610508038106
original_radius,0.1,KR,3.175475308895111,0.31782387296827486,50,0.0449470831597678
original_radius,0.1,MC,4.781622657775879,0.2103563719820961,50,0.029748883418868007
original_radius,0.2,GR,4.843551539381345,0.4597286376189979,50,0.06501544743320926
original_radius,0.2,IPC,7.286072896963866,0.43139074099940256,50,0.06100786366035343
original_radius,0.2,KR,3.0187970705827074,0.2530309395776887,50,0.035783978645077444
original_radius,0.2,MC,4.751354729334514,0.2703165682062,50,0.03822853568913598
original_radius,0.3,GR,4.707396102746327,0.3406886450864866,50,0.04818065024278233
original_radius,0.3,IPC,7.271607719104091,0.42410280044540405,50,0.059977193223030065
original_radius,0.3,KR,2.93581008096536,0.17827551953334542,50,0.025211965756316672
original_radius,0.3,MC,4.714305028716724,0.28250750363374,50,0.039952594311100154
original_radius,0.4,GR,4.727910587588946,0.33123942324996747,50,0.04684432847527459
original_radius,0.4,IPC,7.256841119277259,0.3573291799529689,50,0.05053397725211449
original_radius,0.4,KR,2.9427372856934864,0.15828171287929915,50,0.022384414502954905
original_radius,0.4,MC,4.7083328296740845,0.25097208919885633,50,0.035492813232213274
original_radius,0.5,GR,4.741734530727069,0.3700670423365295,50,0.05233538302596183
original_radius,0.5,IPC,7.281504843483045,0.3857844360413734,50,0.05455815816021661
original_radius,0.5,KR,2.9494062586625414,0.18632322237261437,50,0.026350082806440932
original_radius,0.5,MC,4.723119126359622,0.23418110184587618,50,0.03311820902819131
original_radius,0.6,GR,4.7574121950070065,0.3221171839720005,50,0.04555424902466325
original_radius,0.6,IPC,7.298769242985081,0.3969540388711665,50,0.05613777854103804
original_radius,0.6,KR,2.9568114300568897,0.158694562507434,50,0.022442800257287805
original_radius,0.6,MC,4.712608427802722,0.26329264319367707,50,0.037235202687755826
original_radius,0.7,GR,4.7302208530902865,0.31620742377658756,50,0.04471848272279068
original_radius,0.7,IPC,7.336856565227144,0.39145785305503267,50,0.05536050048878813
original_radius,0.7,KR,2.9405813461542127,0.156758383111068,50,0.022168983141134985
original_radius,0.7,MC,4.73149734656016,0.26382304962172975,50,0.03731021348416803
original_radius,0.8,GR,4.74784107208252,0.33771176780831474,50,0.04775965622075123
original_radius,0.8,IPC,7.300155966329572,0.3489529141549682,50,0.04934939438275704
original_radius,0.8,KR,2.9500042925278347,0.18133479398939284,50,0.025644612498993056
original_radius,0.8,MC,4.718480845888456,0.20420370057646262,50,0.028878764284200803
original_radius,0.9,GR,4.926004388133685,0.43068904814758685,50,0.060908629305587624
original_radius,0.9,IPC,7.336999677516071,0.38726450886676994,50,0.054767472066514174
original_radius,0.9,KR,3.0596613478660584,0.23004967384842406,50,0.03253393687759484
original_radius,0.9,MC,4.79167121430238,0.2267795386997042,50,0.03207146992978358
original_radius,1.0,GR,5.259951738913855,0.4804876589697891,50,0.06795121638679742
original_radius,1.0,IPC,7.284890329868291,0.3397740236111704,50,0.048051303233299335
original_radius,1.0,KR,3.2757754147052767,0.24725090902885505,50,0.034966558885768315
original_radius,1.0,MC,4.842837133606275,0.21533977275837266,50,0.030453642715323095
spectral_radius,0.0,GR,5.593362058401108,0.6179981086181879,50,0.08739813067287625
spectral_radius,0.0,IPC,6.809396467900631,0.38568661161513296,50,0.05454432369718455
spectral_radius,0.0,KR,3.5139946154753368,0.3484754894436845,50,0.04928187633258609
spectral_radius,0.0,MC,4.519444305698077,0.2304554724150448,50,0.032591325461245504
spectral_radius,0.06113256113256113,GR,6.3200755723317465,0.8288809973358244,50,0.11722147480256602
spectral_radius,0.06113256113256113,IPC,7.237150832581856,0.5146413350175537,50,0.07278127557396201
spectral_radius,0.06113256113256113,KR,3.8575032494465513,0.44471369598419275,50,0.06289201402339108
spectral_radius,0.06113256113256113,MC,4.812677802642186,0.2980103294306974,50,0.04214502496081662
spectral_radius,0.1,GR,7.018404896656672,0.9595220871629813,50,0.13569691490624272
spectral_radius,0.1,IPC,7.560285125680146,0.4897873371348155,50,0.06926638948546594
spectral_radius,0.1,KR,4.183446577787399,0.500158008295487,50,0.07073302386609925
spectral_radius,0.1,MC,5.071553051273028,0.31750659147071775,50,0.044902212780074266
spectral_radius,0.2,GR,10.28319155017535,2.1945370838252702,50,0.31035441070763986
spectral_radius,0.2,IPC,8.511964087185552,0.6776704120948607,50,0.09583706876035163
spectral_radius,0.2,KR,5.7275557724634805,1.0317450720664436,50,0.14591078738279709
spectral_radius,0.2,MC,5.8469195600350705,0.4806569794819833,50,0.06797516192327073
spectral_radius,0.3,GR,12.772312008937199,1.5035003321952092,50,0.21262705608229185
spectral_radius,0.3,IPC,9.306950391888689,0.6374904258743487,50,0.09015476061545041
spectral_radius,0.3,KR,6.931193272272745,0.7519728717162162,50,0.10634502337177165
spectral_radius,0.3,MC,6.48152776479721,0.49470610433297485,50,0.06996200821364523
spectral_radius,0.4,GR,12.962401791413624,1.5448077322055151,50,0.21846880461438636
spectral_radius,0.4,IPC,9.476833742624793,0.5675071817218995,50,0.08025763531352428
spectral_radius,0.4,KR,7.012584072351456,0.7453734482098278,50,0.10541172394911381
spectral_radius,0.4,MC,6.602907451987266,0.4313519517427895,50,0.06100237803107577
spectral_radius,0.5,GR,12.931415804624557,1.4558051759994062,50,0.20588194240713106
spectral_radius,0.5,IPC,9.61415726242885,0.5608925426731673,50,0.07932218408823231
spectral_radius,0.5,KR,6.978508987824122,0.6855958957749936,50,0.09695790141123269
spectral_radius,0.5,MC,6.677446407278379,0.44962584994632276,50,0.06358669749876197
spectral_radius,0.6,GR,12.867387338081997,1.510085285854191,50,0.2135583091595049
spectral_radius,0.6,IPC,9.497135732256691,0.4800350154555929,50,0.06788720292712777
spectral_radius,0.6,KR,6.956856553951899,0.735297929901797,50,0.10398683048519826
spectral_radius,0.6,MC,6.60074617167314,0.39610772471961203,50,0.05601809164592238
spectral_radius,0.7,GR,12.264756333827972,1.6154744330089337,50,0.22846258528282198
spectral_radius,0.7,IPC,9.421298353764016,0.5354534095690516,50,0.07572454738314684
spectral_radius,0.7,KR,6.673247211774191,0.7858756293324315,50,0.11113959733404159
spectral_radius,0.7,MC,6.508878472646078,0.45950938188762086,50,0.06498443999031513
spectral_radius,0.8,GR,10.28538289586703,2.271098530699455,50,0.3211818343600778
spectral_radius,0.8,IPC,8.985742099699529,0.5472686409904622,50,0.0773954734350204
spectral_radius,0.8,KR,5.690406755606333,1.114695397901698,50,0.1576417349627455
spectral_radius,0.8,MC,6.143948237895966,0.4407261051665382,50,0.06232808352183893
spectral_radius,0.9,GR,6.743555030028025,1.0784677391976882,50,0.15251837033552207
spectral_radius,0.9,IPC,7.952154218585141,0.46177965422893197,50,0.06530550498385139
spectral_radius,0.9,KR,3.9764420916636785,0.5473491577971182,50,0.07740686023101759
spectral_radius,0.9,MC,5.327424348394076,0.3401131612981627,50,0.048099264544944974
spectral_radius,1.0,GR,5.042594060301781,0.450890506178359,50,0.0637655468982705
spectral_radius,1.0,IPC,7.168071027729699,0.38971721895967326,50,0.0551143376543095
spectral_radius,1.0,KR,3.1587615740299224,0.24202839228351689,50,0.03422798348467053
spectral_radius,1.0,MC,4.771324445009231,0.2180007140544592,50,0.030829956642283517
