normalization,sign_frac,raw_rho,raw_rho_std,raw_rho_n,raw_rho_sem,ref_rho,ref_rho_std,ref_rho_n,ref_rho_sem,post_rho,post_rho_std,post_rho_n,post_rho_sem,raw_fro,raw_fro_std,raw_fro_n,raw_fro_sem,ref_fro,ref_fro_std,ref_fro_n,ref_fro_sem,post_fro,post_fro_std,post_fro_n,post_fro_sem,scale_factor,scale_factor_std,scale_factor_n,scale_factor_sem
original_radius,0.9,41.99738311767578,3.4107055809619458,50,0.482346608985799,52.3642807006836,0.0,50,0.0,0.8020235013961792,0.06513430793627299,50,0.009211382165926279,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,4.407186031341553,0.0,50,0.0,0.0190969872328819,0.0,50,0.0
original_radius,1.0,54.15624237060547,0.0,50,0.0,52.3642807006836,0.0,50,0.0,1.034221053123474,0.0,50,0.0,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,4.407186031341553,0.0,50,0.0,0.0190969872328819,0.0,50,0.0
spectral_radius,0.0,54.15625381469727,0.0,50,0.0,52.3642807006836,0.0,50,0.0,0.999999701976776,0.0,50,0.0,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,4.261356830596924,0.0,50,0.0,0.0184650881396196,0.0,50,0.0
spectral_radius,0.06113256113256113,47.253684005737306,2.5598263203119975,50,0.36201410995048416,52.3642807006836,0.0,50,0.0,0.9999998784065247,6.992593287858186e-07,50,9.889020263848118e-08,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,4.898190269470215,0.2709711532788698,50,0.03832110799788564,0.021224582262870578,0.0011741579902697491,50,0.00016605101542082156
spectral_radius,0.1,42.64954704284668,2.9822083444036847,50,0.42174794864779047,52.3642807006836,0.0,50,0.0,0.9999998366832733,7.40047559136789e-07,50,1.0465852949323521e-07,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,5.437508668899536,0.38738366883944847,50,0.05478432383145957,0.02356152840614056,0.0016785905662609767,50,0.00023738855444778065
spectral_radius,0.2,32.46042987823486,3.832819812669062,50,0.5420425761208892,52.3642807006836,0.0,50,0.0,0.9999993824958802,1.1050921460204892e-06,50,1.5628363005741645e-07,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,7.205274906158447,0.834055167878554,50,0.11795321301812198,0.03122152045511386,0.0036140842125505306,50,0.0005111086908947448
spectral_radius,0.3,27.53921085357666,1.5870344621701122,50,0.22444056603544632,52.3642807006836,0.0,50,0.0,0.9999999833106995,1.1371229356271372e-06,50,1.6081346776494052e-07,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,8.405700063705444,0.4561201122997716,50,0.06450512488854762,0.03642314000315037,0.0019764357922988857,50,0.00027951023026286976
spectral_radius,0.4,27.16908176422119,1.0815108144932855,50,0.15294872617095767,52.3642807006836,0.0,50,0.0,0.9999996507167817,1.3072602013230161e-06,50,1.848745106261592e-07,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,8.507090158462525,0.33152411104345036,50,0.04688458940913315,0.03686247862230554,0.001436542725258843,50,0.00020315782049894627
spectral_radius,0.5,27.016024589538574,0.9532672084733504,50,0.13481234147885526,52.3642807006836,0.0,50,0.0,0.9999996566772461,1.2140633636954286e-06,50,1.7169448745183744e-07,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,8.552736806869508,0.3018818210918523,50,0.042692536562198576,0.03706027201405459,0.0013080981458399722,50,0.00018499301387619874
spectral_radius,0.6,27.225131759643556,1.3036393127667425,50,0.18436243965574683,52.3642807006836,0.0,50,0.0,1.0000000131130218,9.201103027240585e-07,50,1.3012324689915777e-07,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,8.493917007446289,0.3691788051817685,50,0.05220976732287516,0.03680539736010709,0.0015997063089420985,50,0.000226232635791972
spectral_radius,0.7,28.01981845855713,2.138238487760242,50,0.30239258689786713,52.3642807006836,0.0,50,0.0,0.9999998557567596,1.1255262069442165e-06,50,1.5917344266668577e-07,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,8.276485443115234,0.5414024251234796,50,0.07656586523113089,0.035863234166601324,0.002345976670040262,50,0.00033177120237818096
spectral_radius,0.8,31.5451301574707,3.5988699082281497,50,0.5089570633432665,52.3642807006836,0.0,50,0.0,0.999999862909317,1.1777286080242361e-06,50,1.6655597702626614e-07,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,7.404235038757324,0.7986450535917579,50,0.11294546663116513,0.032083644499332785,0.0034606471220685535,50,0.0004894094094616768
spectral_radius,0.9,41.99738311767578,3.4107055809619458,50,0.482346608985799,52.3642807006836,0.0,50,0.0,0.9999999034404755,1.0113731116830928e-06,50,1.4302975711617088e-07,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,5.5307450771331785,0.4499537401468351,50,0.06363306817561536,0.023965535375877263,0.0019497160516084688,50,0.0002757314882961218
spectral_radius,1.0,54.15624237060547,0.0,50,0.0,52.3642807006836,0.0,50,0.0,0.9999998807907104,0.0,50,0.0,230.77911376953125,0.0,50,0.0,230.77911376953125,0.0,50,0.0,4.26135778427124,0.0,50,0.0,0.0184650920415921,0.0,50,0.0
