metric,baseline_mode,baseline_label,control_mode,control_label,baseline_mean_cv,control_mean_cv,delta_cv,pct_delta_cv,ci95_low,ci95_high,comparison_type,n
MC,global_sign_pres,Sign-pres. pm1 + wt. shuf.,local_sign+binary,Sign-pres. pm1 wt.,0.3690115135388728,0.4185912969009486,0.0495797833620758,13.435836428679051,0.04573656054429026,0.053423006179861426,paired,200
MC,global_sign_pres,Sign-pres. pm1 + wt. shuf.,binary+shuffle,pm1 + conn. shuffle,0.3690115135388728,0.38550373384138964,0.016492220302516847,4.46929694533217,0.013075387186890282,0.019909053418143446,paired,200
MC,global_sign_pres,Sign-pres. pm1 + wt. shuf.,binary+conshuffle+wshuffle,pm1 sign-pres. + shuf.,0.3690115135388728,0.3616885523692577,-0.0073229611696151165,-1.9844804026267038,-0.010699786442129846,-0.003946135897100624,paired,200
IPC,global_sign_pres,Sign-pres. pm1 + wt. shuf.,local_sign+binary,Sign-pres. pm1 wt.,0.30470621827177813,0.36040918689407114,0.055702968622293014,18.28087688470131,0.05164310574361655,0.059762831500969435,paired,200
IPC,global_sign_pres,Sign-pres. pm1 + wt. shuf.,binary+shuffle,pm1 + conn. shuffle,0.30470621827177813,0.3332477502666015,0.028541531994823344,9.36690171822032,0.024977952933724845,0.03210511105592187,paired,200
IPC,global_sign_pres,Sign-pres. pm1 + wt. shuf.,binary+conshuffle+wshuffle,pm1 sign-pres. + shuf.,0.30470621827177813,0.3045103633167225,-0.000195854955055641,-0.06427665184074159,-0.0036167554578483475,0.003225045547737023,paired,200
KR,global_sign_pres,Sign-pres. pm1 + wt. shuf.,local_sign+binary,Sign-pres. pm1 wt.,0.41259988231926537,0.5236069373798545,0.11100705506058917,26.904286650933432,0.10522340589408655,0.11679070422709187,paired,200
KR,global_sign_pres,Sign-pres. pm1 + wt. shuf.,binary+shuffle,pm1 + conn. shuffle,0.41259988231926537,0.45008510041895433,0.037485218099688966,9.08512573706536,0.033466624566542647,0.04150381163283541,paired,200
KR,global_sign_pres,Sign-pres. pm1 + wt. shuf.,binary+conshuffle+wshuffle,pm1 sign-pres. + shuf.,0.41259988231926537,0.4088417217959499,-0.003758160523315457,-0.9108486658286132,-0.0071954990045735474,-0.00032082204205726795,paired,200
GR,global_sign_pres,Sign-pres. pm1 + wt. shuf.,local_sign+binary,Sign-pres. pm1 wt.,0.6205444785327313,0.7065783307576082,0.08603385222487692,13.864252314081135,0.08204813339104268,0.09001957105871088,paired,200
GR,global_sign_pres,Sign-pres. pm1 + wt. shuf.,binary+shuffle,pm1 + conn. shuffle,0.6205444785327313,0.6617952749688363,0.041250796436104964,6.6475164735398,0.03789396359948834,0.04460762927272126,paired,200
GR,global_sign_pres,Sign-pres. pm1 + wt. shuf.,binary+conshuffle+wshuffle,pm1 sign-pres. + shuf.,0.6205444785327313,0.6232424759680483,0.0026979974353169567,0.4347790575296607,-0.0004374932262367474,0.005833488096870582,paired,200
