normalization,sign_frac,metric,mean,std,n_groups,sem,rho_target,n_rho_targets,cv_definition
original_radius,0.8,GR,0.7918727014695546,0.02545791080626408,100,0.002545791080626408,,4,full_grid_cv_including_rho
original_radius,0.8,IPC,0.38926922341283576,0.018443353927896353,100,0.0018443353927896354,,4,full_grid_cv_including_rho
original_radius,0.8,KR,0.6079950758869289,0.03417987032140099,100,0.003417987032140099,,4,full_grid_cv_including_rho
original_radius,0.8,MC,0.40263137229683665,0.024519918156623435,100,0.0024519918156623434,,4,full_grid_cv_including_rho
original_radius,1.0,GR,0.8247690484340022,0.02144459705760288,100,0.002144459705760288,,4,full_grid_cv_including_rho
original_radius,1.0,IPC,0.5168178450139788,0.027673316772052897,100,0.0027673316772052897,,4,full_grid_cv_including_rho
original_radius,1.0,KR,0.6917618621173135,0.01421813049206703,100,0.001421813049206703,,4,full_grid_cv_including_rho
original_radius,1.0,MC,0.4960599361543099,0.024423678902768944,100,0.0024423678902768943,,4,full_grid_cv_including_rho
spectral_radius,0.0,GR,0.500393562114596,0.012680064165125795,100,0.0012680064165125795,,4,full_grid_cv_including_rho
spectral_radius,0.0,IPC,0.2562941323935254,0.017042133239089922,100,0.0017042133239089923,,4,full_grid_cv_including_rho
spectral_radius,0.0,KR,0.3019117191991384,0.01353638396305642,100,0.001353638396305642,,4,full_grid_cv_including_rho
spectral_radius,0.0,MC,0.29336217719236596,0.020824747092505716,100,0.0020824747092505714,,4,full_grid_cv_including_rho
spectral_radius,0.2,GR,0.672435583215579,0.010006203874611,100,0.0010006203874611,,4,full_grid_cv_including_rho
spectral_radius,0.2,IPC,0.36407461365039123,0.02704587843074522,100,0.002704587843074522,,4,full_grid_cv_including_rho
spectral_radius,0.2,KR,0.4546344691305433,0.012145947882509207,100,0.0012145947882509207,,4,full_grid_cv_including_rho
spectral_radius,0.2,MC,0.3956251418081013,0.019305985925072024,100,0.0019305985925072023,,4,full_grid_cv_including_rho
spectral_radius,0.4,GR,0.7777151124224662,0.016622458624200472,100,0.0016622458624200472,,4,full_grid_cv_including_rho
spectral_radius,0.4,IPC,0.3638645535948946,0.01986942782296149,100,0.001986942782296149,,4,full_grid_cv_including_rho
spectral_radius,0.4,KR,0.7874458744276431,0.01213816177578555,100,0.001213816177578555,,4,full_grid_cv_including_rho
spectral_radius,0.4,MC,0.5235819547053893,0.020499036711062738,100,0.002049903671106274,,4,full_grid_cv_including_rho
spectral_radius,0.6,GR,0.779516313495699,0.015366499576487117,100,0.0015366499576487118,,4,full_grid_cv_including_rho
spectral_radius,0.6,IPC,0.3651827310672269,0.020330914778205082,100,0.0020330914778205083,,4,full_grid_cv_including_rho
spectral_radius,0.6,KR,0.7876009115816488,0.0124796479555627,100,0.00124796479555627,,4,full_grid_cv_including_rho
spectral_radius,0.6,MC,0.5242934389560512,0.020865502588233626,100,0.0020865502588233624,,4,full_grid_cv_including_rho
spectral_radius,0.8,GR,0.6962085722486647,0.015772530681586242,100,0.0015772530681586242,,4,full_grid_cv_including_rho
spectral_radius,0.8,IPC,0.3549028456009317,0.02182230044573416,100,0.002182230044573416,,4,full_grid_cv_including_rho
spectral_radius,0.8,KR,0.4809660741709952,0.020240102079617343,100,0.0020240102079617343,,4,full_grid_cv_including_rho
spectral_radius,0.8,MC,0.3968488161389653,0.02266889113370634,100,0.0022668891133706343,,4,full_grid_cv_including_rho
spectral_radius,1.0,GR,0.524782791033551,0.018974406513232307,100,0.0018974406513232306,,4,full_grid_cv_including_rho
spectral_radius,1.0,IPC,0.24382575257099748,0.016891630825131756,100,0.0016891630825131756,,4,full_grid_cv_including_rho
spectral_radius,1.0,KR,0.3241672611348962,0.021513181688410044,100,0.0021513181688410043,,4,full_grid_cv_including_rho
spectral_radius,1.0,MC,0.2784315199642747,0.021738147943925125,100,0.0021738147943925123,,4,full_grid_cv_including_rho
