normalization,sign_frac,metric,mean,std,n_groups,sem,rho_target,n_rho_targets,cv_definition
original_radius,0.0,GR,0.44337970496912926,0.02511714496005246,100,0.002511714496005246,1.05,1,within_selected_target_cv
original_radius,0.0,IPC,0.23393665023052562,0.02901329143141785,100,0.002901329143141785,1.05,1,within_selected_target_cv
original_radius,0.0,KR,0.28438140271243567,0.02457099728776615,100,0.002457099728776615,1.05,1,within_selected_target_cv
original_radius,0.0,MC,0.2816907673801772,0.033687182149474734,100,0.0033687182149474736,1.05,1,within_selected_target_cv
original_radius,0.2,GR,0.42978038509902516,0.021083470897790703,100,0.0021083470897790705,1.05,1,within_selected_target_cv
original_radius,0.2,IPC,0.24944949875959746,0.03235568769945921,100,0.0032355687699459207,1.05,1,within_selected_target_cv
original_radius,0.2,KR,0.23881817711927983,0.022771980430946664,100,0.0022771980430946665,1.05,1,within_selected_target_cv
original_radius,0.2,MC,0.3500270168921576,0.03877871001378119,100,0.003877871001378119,1.05,1,within_selected_target_cv
original_radius,0.2425287356321839,GR,0.4330576951440566,0.019770742647451354,100,0.001977074264745135,1.05,1,within_selected_target_cv
original_radius,0.2425287356321839,IPC,0.25125603809142466,0.03000160916046801,100,0.003000160916046801,1.05,1,within_selected_target_cv
original_radius,0.2425287356321839,KR,0.24123525597942896,0.020726985405298236,100,0.0020726985405298236,1.05,1,within_selected_target_cv
original_radius,0.2425287356321839,MC,0.35399370752847864,0.03433874806599424,100,0.003433874806599424,1.05,1,within_selected_target_cv
original_radius,0.4,GR,0.4398646655460831,0.01902283262288482,100,0.001902283262288482,1.05,1,within_selected_target_cv
original_radius,0.4,IPC,0.2542589794937063,0.03226412333437929,100,0.003226412333437929,1.05,1,within_selected_target_cv
original_radius,0.4,KR,0.24829650038868042,0.019650349180040327,100,0.0019650349180040327,1.05,1,within_selected_target_cv
original_radius,0.4,MC,0.35349372306040705,0.03894011665035245,100,0.003894011665035245,1.05,1,within_selected_target_cv
original_radius,0.6,GR,0.4421300329228305,0.018422803938332174,100,0.0018422803938332173,1.05,1,within_selected_target_cv
original_radius,0.6,IPC,0.25499687265413373,0.027175125593785977,100,0.0027175125593785977,1.05,1,within_selected_target_cv
original_radius,0.6,KR,0.2506318243169817,0.01872610684528211,100,0.001872610684528211,1.05,1,within_selected_target_cv
original_radius,0.6,MC,0.35488103388027903,0.03689122652094055,100,0.0036891226520940545,1.05,1,within_selected_target_cv
original_radius,0.8,GR,0.4347203235677978,0.0195553361478387,100,0.00195553361478387,1.05,1,within_selected_target_cv
original_radius,0.8,IPC,0.2531058971000902,0.032427066508758894,100,0.0032427066508758894,1.05,1,within_selected_target_cv
original_radius,0.8,KR,0.24600771214946593,0.021087415277843902,100,0.0021087415277843903,1.05,1,within_selected_target_cv
original_radius,0.8,MC,0.3535635171017586,0.040833813819961776,100,0.004083381381996177,1.05,1,within_selected_target_cv
original_radius,1.0,GR,0.4386884364947805,0.025723043684117104,100,0.0025723043684117105,1.05,1,within_selected_target_cv
original_radius,1.0,IPC,0.21856580476716667,0.028639158388751376,100,0.0028639158388751376,1.05,1,within_selected_target_cv
original_radius,1.0,KR,0.27781970481763496,0.0282099809585782,100,0.00282099809585782,1.05,1,within_selected_target_cv
original_radius,1.0,MC,0.2865310938500474,0.03431121955991201,100,0.0034311219559912008,1.05,1,within_selected_target_cv
spectral_radius,0.0,GR,0.4084491948567258,0.02479690580516392,100,0.002479690580516392,1.05,1,within_selected_target_cv
spectral_radius,0.0,IPC,0.22546735753539768,0.030955876048911743,100,0.0030955876048911744,1.05,1,within_selected_target_cv
spectral_radius,0.0,KR,0.23655743619755326,0.02604566698881659,100,0.002604566698881659,1.05,1,within_selected_target_cv
spectral_radius,0.0,MC,0.2923328343592662,0.03314702027652964,100,0.003314702027652964,1.05,1,within_selected_target_cv
spectral_radius,0.2,GR,0.4184113946608601,0.025672703292517866,100,0.0025672703292517864,1.05,1,within_selected_target_cv
spectral_radius,0.2,IPC,0.29538851459403426,0.044570221773150794,100,0.004457022177315079,1.05,1,within_selected_target_cv
spectral_radius,0.2,KR,0.25521789580802473,0.026788328042224058,100,0.0026788328042224056,1.05,1,within_selected_target_cv
spectral_radius,0.2,MC,0.3771430788123558,0.05873442256812516,100,0.005873442256812516,1.05,1,within_selected_target_cv
spectral_radius,0.2425287356321839,GR,0.41477258482988505,0.024368032347059126,100,0.0024368032347059127,1.05,1,within_selected_target_cv
spectral_radius,0.2425287356321839,IPC,0.3031331871054249,0.04273964626796294,100,0.0042739646267962944,1.05,1,within_selected_target_cv
spectral_radius,0.2425287356321839,KR,0.25535785109811526,0.025078065842184645,100,0.0025078065842184644,1.05,1,within_selected_target_cv
spectral_radius,0.2425287356321839,MC,0.3874550780684476,0.04712842191058975,100,0.004712842191058975,1.05,1,within_selected_target_cv
spectral_radius,0.4,GR,0.4154385484073768,0.024607462657995155,100,0.0024607462657995154,1.05,1,within_selected_target_cv
spectral_radius,0.4,IPC,0.30468837848018904,0.042229895780211295,100,0.004222989578021129,1.05,1,within_selected_target_cv
spectral_radius,0.4,KR,0.2587945647916127,0.024974054302706588,100,0.002497405430270659,1.05,1,within_selected_target_cv
spectral_radius,0.4,MC,0.40503785054311964,0.041655714920077816,100,0.004165571492007782,1.05,1,within_selected_target_cv
spectral_radius,0.6,GR,0.4156578687203232,0.0277563039809072,100,0.00277563039809072,1.05,1,within_selected_target_cv
spectral_radius,0.6,IPC,0.31282509116712814,0.04549371129325679,100,0.0045493711293256795,1.05,1,within_selected_target_cv
spectral_radius,0.6,KR,0.25993524974225246,0.025582404124420435,100,0.0025582404124420434,1.05,1,within_selected_target_cv
spectral_radius,0.6,MC,0.40854492894790767,0.05129283318603402,100,0.005129283318603402,1.05,1,within_selected_target_cv
spectral_radius,0.8,GR,0.4203285369334827,0.023868287477897907,100,0.0023868287477897907,1.05,1,within_selected_target_cv
spectral_radius,0.8,IPC,0.28425386394180824,0.0404624249765408,100,0.0040462424976540805,1.05,1,within_selected_target_cv
spectral_radius,0.8,KR,0.2530906909108667,0.02395288924359178,100,0.002395288924359178,1.05,1,within_selected_target_cv
spectral_radius,0.8,MC,0.3760780623380664,0.04956244878826562,100,0.004956244878826562,1.05,1,within_selected_target_cv
spectral_radius,1.0,GR,0.4191253960714652,0.02575728501307611,100,0.002575728501307611,1.05,1,within_selected_target_cv
spectral_radius,1.0,IPC,0.2188187237781017,0.02946938963618904,100,0.002946938963618904,1.05,1,within_selected_target_cv
spectral_radius,1.0,KR,0.24415291008439188,0.029530291992371966,100,0.0029530291992371964,1.05,1,within_selected_target_cv
spectral_radius,1.0,MC,0.29932891461229366,0.034758204526566146,100,0.0034758204526566146,1.05,1,within_selected_target_cv
