normalization,sign_frac,metric,mean,std,n_groups,sem,rho_target,n_rho_targets,cv_definition
original_radius,0.8,IPC,0.24857279312665084,0.021317052438395035,100,0.0021317052438395035,,4,full_grid_cv_including_rho
original_radius,0.8,KR,0.31289447237704293,0.01643779142292882,100,0.001643779142292882,,4,full_grid_cv_including_rho
original_radius,0.8,MC,0.3391828183582472,0.0357726278512557,100,0.00357726278512557,,4,full_grid_cv_including_rho
original_radius,1.0,GR,0.5007502584970773,0.020361260517038522,100,0.0020361260517038522,,4,full_grid_cv_including_rho
original_radius,1.0,IPC,0.2211034190610456,0.02005837808884231,100,0.002005837808884231,,4,full_grid_cv_including_rho
original_radius,1.0,KR,0.3349298576546862,0.023245447405390668,100,0.0023245447405390667,,4,full_grid_cv_including_rho
original_radius,1.0,MC,0.29746784619788136,0.03046216492953759,100,0.003046216492953759,,4,full_grid_cv_including_rho
spectral_radius,0.0,GR,0.475250440217121,0.016248840763957655,100,0.0016248840763957654,,4,full_grid_cv_including_rho
spectral_radius,0.0,IPC,0.221444903845073,0.020208585465036937,100,0.002020858546503694,,4,full_grid_cv_including_rho
spectral_radius,0.0,KR,0.30721401645811214,0.01568533983332863,100,0.001568533983332863,,4,full_grid_cv_including_rho
spectral_radius,0.0,MC,0.2983238304552772,0.02900024208436391,100,0.002900024208436391,,4,full_grid_cv_including_rho
spectral_radius,0.2,GR,0.5159564700098861,0.02290076312092867,100,0.002290076312092867,,4,full_grid_cv_including_rho
spectral_radius,0.2,IPC,0.2817685248339272,0.03588406149640991,100,0.0035884061496409907,,4,full_grid_cv_including_rho
spectral_radius,0.2,KR,0.3584437457178684,0.028160154117690937,100,0.0028160154117690935,,4,full_grid_cv_including_rho
spectral_radius,0.2,MC,0.3768756490551028,0.046947858730724316,100,0.004694785873072432,,4,full_grid_cv_including_rho
spectral_radius,0.2425287356321839,GR,0.5180895330738217,0.022783901311473172,100,0.0022783901311473173,,4,full_grid_cv_including_rho
spectral_radius,0.2425287356321839,IPC,0.29233123435494257,0.035482119834540936,100,0.0035482119834540937,,4,full_grid_cv_including_rho
spectral_radius,0.2425287356321839,KR,0.36524490301928786,0.027051931935937516,100,0.0027051931935937515,,4,full_grid_cv_including_rho
spectral_radius,0.2425287356321839,MC,0.389232672730635,0.039496174985314644,100,0.003949617498531464,,4,full_grid_cv_including_rho
spectral_radius,0.4,GR,0.522913417470816,0.02289296712734679,100,0.002289296712734679,,4,full_grid_cv_including_rho
spectral_radius,0.4,IPC,0.2982090903494699,0.034425994569975964,100,0.003442599456997596,,4,full_grid_cv_including_rho
spectral_radius,0.4,KR,0.37375786451132753,0.027402153295462667,100,0.002740215329546267,,4,full_grid_cv_including_rho
spectral_radius,0.4,MC,0.4031989386246048,0.03687046551098592,100,0.003687046551098592,,4,full_grid_cv_including_rho
spectral_radius,0.6,GR,0.5248092285607225,0.022522071086258012,100,0.002252207108625801,,4,full_grid_cv_including_rho
spectral_radius,0.6,IPC,0.3037588090827137,0.03537688382305434,100,0.0035376883823054336,,4,full_grid_cv_including_rho
spectral_radius,0.6,KR,0.3757876780371805,0.025126639429843587,100,0.0025126639429843586,,4,full_grid_cv_including_rho
spectral_radius,0.6,MC,0.4055514092558794,0.04397369094928306,100,0.004397369094928306,,4,full_grid_cv_including_rho
spectral_radius,0.8,GR,0.5159948703204528,0.019405549961480008,100,0.0019405549961480008,,4,full_grid_cv_including_rho
spectral_radius,0.8,IPC,0.2767721411557545,0.03396998460065472,100,0.0033969984600654723,,4,full_grid_cv_including_rho
spectral_radius,0.8,KR,0.35651631820901764,0.024657886030063744,100,0.0024657886030063744,,4,full_grid_cv_including_rho
spectral_radius,0.8,MC,0.373458304275927,0.04663136746741651,100,0.004663136746741651,,4,full_grid_cv_including_rho
spectral_radius,1.0,GR,0.4832723453132974,0.018344804024519556,100,0.0018344804024519555,,4,full_grid_cv_including_rho
spectral_radius,1.0,IPC,0.22415413763290654,0.020311515734484323,100,0.002031151573448432,,4,full_grid_cv_including_rho
spectral_radius,1.0,KR,0.31376675394973563,0.021462212529404907,100,0.002146221252940491,,4,full_grid_cv_including_rho
spectral_radius,1.0,MC,0.3037045909798953,0.031373580277917,100,0.0031373580277917,,4,full_grid_cv_including_rho
