normalization,sign_frac,metric,mean,std,n_groups,sem,rho_target,n_rho_targets,cv_definition
original_radius,0.0,GR,0.49749848149696807,0.01869308245627063,100,0.0018693082456270628,,4,full_grid_cv_including_rho
original_radius,0.0,IPC,0.2274797460263046,0.020869033242997357,100,0.0020869033242997357,,4,full_grid_cv_including_rho
original_radius,0.0,KR,0.3314147013627234,0.017845408213520746,100,0.0017845408213520747,,4,full_grid_cv_including_rho
original_radius,0.0,MC,0.2943573715169368,0.028308459169292494,100,0.0028308459169292493,,4,full_grid_cv_including_rho
original_radius,0.2,GR,0.4890039288252445,0.0134719769606333,100,0.00134719769606333,,4,full_grid_cv_including_rho
original_radius,0.2,IPC,0.245771221556286,0.02210874300323922,100,0.0022108743003239222,,4,full_grid_cv_including_rho
original_radius,0.2,KR,0.3083250311462268,0.015150692592363228,100,0.001515069259236323,,4,full_grid_cv_including_rho
original_radius,0.2,MC,0.33656558979867673,0.03208327493076579,100,0.003208327493076579,,4,full_grid_cv_including_rho
original_radius,0.2425287356321839,GR,0.48943883202772104,0.013012280899781894,100,0.0013012280899781894,,4,full_grid_cv_including_rho
original_radius,0.2425287356321839,IPC,0.24751617166705478,0.02097774710815234,100,0.002097774710815234,,4,full_grid_cv_including_rho
original_radius,0.2425287356321839,KR,0.30763385963888656,0.014082965019840812,100,0.0014082965019840813,,4,full_grid_cv_including_rho
original_radius,0.2425287356321839,MC,0.33914534620732695,0.028124941938552032,100,0.002812494193855203,,4,full_grid_cv_including_rho
original_radius,0.4,GR,0.49190566926778184,0.013350486000362698,100,0.0013350486000362697,,4,full_grid_cv_including_rho
original_radius,0.4,IPC,0.24904296161966577,0.02051391342975119,100,0.0020513913429751193,,4,full_grid_cv_including_rho
original_radius,0.4,KR,0.30884290891229815,0.013552768206327167,100,0.0013552768206327166,,4,full_grid_cv_including_rho
original_radius,0.4,MC,0.33898075716448295,0.03146088861930029,100,0.003146088861930029,,4,full_grid_cv_including_rho
original_radius,0.6,GR,0.49397341701412545,0.012130712607913235,100,0.0012130712607913235,,4,full_grid_cv_including_rho
original_radius,0.6,IPC,0.24975029325432518,0.021202837714417666,100,0.0021202837714417665,,4,full_grid_cv_including_rho
original_radius,0.6,KR,0.3105527261740248,0.01376543079437114,100,0.001376543079437114,,4,full_grid_cv_including_rho
original_radius,0.6,MC,0.33860448236108426,0.03426509822536913,100,0.0034265098225369126,,4,full_grid_cv_including_rho
original_radius,0.8,GR,0.4925984168430952,0.013961273813408302,100,0.0013961273813408303,,4,full_grid_cv_including_rho
