normalization,sign_frac,raw_rho,raw_rho_std,raw_rho_n,raw_rho_sem,ref_rho,ref_rho_std,ref_rho_n,ref_rho_sem,post_rho,post_rho_std,post_rho_n,post_rho_sem,scale_factor,scale_factor_std,scale_factor_n,scale_factor_sem
original_radius,0.0,73.51416778564453,0.0,100,0.0,67.6279525756836,0.0,100,0.0,0.9239825159311295,0.0,100,0.0,0.0125687673162772,0.0,100,0.0
original_radius,0.2,46.104316005706785,9.447807779808914,100,0.9447807779808913,67.6279525756836,0.0,100,0.0,0.5794745188206434,0.11874739438810204,100,0.011874739438810204,0.0125687673162772,0.0,100,0.0
original_radius,0.2425287356321839,42.76777557373047,8.138263400562565,100,0.8138263400562564,67.6279525756836,0.0,100,0.0,0.5375382237881422,0.10228801727184099,100,0.010228801727184099,0.0125687673162772,0.0,100,0.0
original_radius,0.4,39.38475566864014,6.527419935331882,100,0.6527419935331882,67.6279525756836,0.0,100,0.0,0.49501781165599823,0.08204166714204117,100,0.008204166714204117,0.0125687673162772,0.0,100,0.0
original_radius,0.6,39.3911403465271,6.665224961090799,100,0.6665224961090799,67.6279525756836,0.0,100,0.0,0.4950980933755636,0.08377359815466374,100,0.008377359815466374,0.0125687673162772,0.0,100,0.0
original_radius,0.8,48.47992877960205,9.25805566202008,100,0.925805566202008,67.6279525756836,0.0,100,0.0,0.6093328808993101,0.11636222971949002,100,0.011636222971949002,0.0125687673162772,0.0,100,0.0
original_radius,1.0,73.5141372680664,0.0,100,0.0,67.6279525756836,0.0,100,0.0,0.9239823520183563,0.0,100,0.0,0.0125687673162772,0.0,100,0.0
spectral_radius,0.0,73.51416778564453,0.0,100,0.0,67.6279525756836,0.0,100,0.0,0.8500004857778549,0.0,100,0.0,0.011562397094373148,0.0,100,0.0
spectral_radius,0.2,46.104316005706785,9.447807779808914,100,0.9447807779808913,67.6279525756836,0.0,100,0.0,0.8500000308454037,8.466709754496764e-07,100,8.466709754496764e-08,0.019236322431958608,0.0040453755056909365,100,0.00040453755056909363
spectral_radius,0.2425287356321839,42.76777557373047,8.138263400562565,100,0.8138263400562564,67.6279525756836,0.0,100,0.0,0.8500000476837158,9.215019562929413e-07,100,9.215019562929412e-08,0.020557797164713464,0.0037179418018975963,100,0.00037179418018975965
spectral_radius,0.4,39.38475566864014,6.527419935331882,100,0.6527419935331882,67.6279525756836,0.0,100,0.0,0.8499999850988388,9.276272814092163e-07,100,9.276272814092163e-08,0.022158235658146386,0.0035806190680483523,100,0.00035806190680483523
spectral_radius,0.6,39.3911403465271,6.665224961090799,100,0.6665224961090799,67.6279525756836,0.0,100,0.0,0.8500000312924385,8.599499691859696e-07,100,8.599499691859696e-08,0.0221882047651094,0.0037097845151689685,100,0.00037097845151689684
spectral_radius,0.8,48.47992877960205,9.25805566202008,100,0.925805566202008,67.6279525756836,0.0,100,0.0,0.8499999396502972,8.459870320757755e-07,100,8.459870320757754e-08,0.01820039722962816,0.003597938605175547,100,0.0003597938605175547
spectral_radius,1.0,73.5141372680664,0.0,100,0.0,67.6279525756836,0.0,100,0.0,0.8500010967254639,0.0,100,0.0,0.0115624018942167,0.0,100,0.0
