normalization,sign_frac,metric,mean,std,n_groups,sem,n_rho_targets,cv_definition
original_radius,0.0,GR,0.40786374685489485,0.016831300938342373,100,0.0016831300938342374,4,mean_within_target_cv
original_radius,0.0,IPC,0.2155082897923835,0.017300542069099242,100,0.0017300542069099243,4,mean_within_target_cv
original_radius,0.0,KR,0.22562110212920203,0.018122748962363384,100,0.0018122748962363384,4,mean_within_target_cv
original_radius,0.0,MC,0.27342293887711056,0.024358687524281674,100,0.0024358687524281674,4,mean_within_target_cv
original_radius,0.2,GR,0.42234549738135224,0.013422535099374992,100,0.0013422535099374992,4,mean_within_target_cv
original_radius,0.2,IPC,0.22340254564173279,0.018399991198587977,100,0.0018399991198587977,4,mean_within_target_cv
original_radius,0.2,KR,0.2265707435860439,0.014621334174633994,100,0.0014621334174633994,4,mean_within_target_cv
original_radius,0.2,MC,0.2950782200841833,0.0302014475040798,100,0.0030201447504079803,4,mean_within_target_cv
original_radius,0.2425287356321839,GR,0.42368434712326997,0.011539238352012298,100,0.0011539238352012298,4,mean_within_target_cv
original_radius,0.2425287356321839,IPC,0.2266798268286586,0.017333868283727145,100,0.0017333868283727146,4,mean_within_target_cv
original_radius,0.2425287356321839,KR,0.22777292335935917,0.012412537258024275,100,0.0012412537258024276,4,mean_within_target_cv
original_radius,0.2425287356321839,MC,0.29778279306091143,0.030826316240935285,100,0.0030826316240935283,4,mean_within_target_cv
original_radius,0.4,GR,0.42723368558418934,0.01104392194987811,100,0.001104392194987811,4,mean_within_target_cv
original_radius,0.4,IPC,0.22623920868772932,0.019037405668280955,100,0.0019037405668280954,4,mean_within_target_cv
original_radius,0.4,KR,0.23164971994632086,0.011900034279925186,100,0.0011900034279925186,4,mean_within_target_cv
original_radius,0.4,MC,0.2952543102692109,0.03087550423999254,100,0.003087550423999254,4,mean_within_target_cv
original_radius,0.6,GR,0.42801446865598697,0.010701728277647149,100,0.001070172827764715,4,mean_within_target_cv
original_radius,0.6,IPC,0.22664073430698664,0.019680514864189015,100,0.0019680514864189014,4,mean_within_target_cv
original_radius,0.6,KR,0.23249935995519924,0.011528509139306227,100,0.0011528509139306228,4,mean_within_target_cv
original_radius,0.6,MC,0.2960986989421997,0.034210147336775555,100,0.0034210147336775553,4,mean_within_target_cv
original_radius,0.8,GR,0.42543722039381604,0.012069906381619724,100,0.0012069906381619723,4,mean_within_target_cv
original_radius,0.8,IPC,0.22627966562189303,0.01866110926998683,100,0.001866110926998683,4,mean_within_target_cv
original_radius,0.8,KR,0.2310505220354165,0.013806968659838053,100,0.0013806968659838053,4,mean_within_target_cv
original_radius,0.8,MC,0.29702124675101654,0.03372416702477558,100,0.0033724167024775575,4,mean_within_target_cv
original_radius,1.0,GR,0.4164046216423617,0.01804709344183205,100,0.001804709344183205,4,mean_within_target_cv
original_radius,1.0,IPC,0.20741986774616972,0.01695238047784545,100,0.001695238047784545,4,mean_within_target_cv
original_radius,1.0,KR,0.23322341439091043,0.021089249831490155,100,0.0021089249831490156,4,mean_within_target_cv
original_radius,1.0,MC,0.2708994352419803,0.025759040170194102,100,0.00257590401701941,4,mean_within_target_cv
spectral_radius,0.0,GR,0.39578181436363524,0.017320058746798903,100,0.0017320058746798904,4,mean_within_target_cv
spectral_radius,0.0,IPC,0.20990416124141034,0.015962556167683672,100,0.0015962556167683673,4,mean_within_target_cv
spectral_radius,0.0,KR,0.2079654041332512,0.01843073255291315,100,0.0018430732552913152,4,mean_within_target_cv
