normalization,sign_frac,metric,mean,std,n_groups,sem,n_rho_targets,cv_definition
spectral_radius,0.0,MC,0.2744742685809501,0.024793286294407142,100,0.0024793286294407142,4,mean_within_target_cv
spectral_radius,0.2,GR,0.43517948715884425,0.021530593363006542,100,0.002153059336300654,4,mean_within_target_cv
spectral_radius,0.2,IPC,0.2541731952680268,0.03176681534177178,100,0.003176681534177178,4,mean_within_target_cv
spectral_radius,0.2,KR,0.2481907902382456,0.024638119582505957,100,0.002463811958250596,4,mean_within_target_cv
spectral_radius,0.2,MC,0.34822314063039883,0.046908965063625005,100,0.0046908965063625005,4,mean_within_target_cv
spectral_radius,0.2425287356321839,GR,0.43845461700651134,0.019547599372970386,100,0.0019547599372970385,4,mean_within_target_cv
spectral_radius,0.2425287356321839,IPC,0.2621779024945953,0.027732495496082716,100,0.0027732495496082714,4,mean_within_target_cv
spectral_radius,0.2425287356321839,KR,0.253152752867727,0.022810037396688666,100,0.0022810037396688667,4,mean_within_target_cv
spectral_radius,0.2425287356321839,MC,0.3571640558588035,0.038612136060038216,100,0.0038612136060038214,4,mean_within_target_cv
spectral_radius,0.4,GR,0.444267367412164,0.019860894102951613,100,0.0019860894102951615,4,mean_within_target_cv
spectral_radius,0.4,IPC,0.27147591282588085,0.032132286637191226,100,0.0032132286637191225,4,mean_within_target_cv
spectral_radius,0.4,KR,0.2624389328029103,0.022397257070598243,100,0.0022397257070598245,4,mean_within_target_cv
spectral_radius,0.4,MC,0.37560962438365936,0.0390277051383866,100,0.00390277051383866,4,mean_within_target_cv
spectral_radius,0.6,GR,0.44591020342981635,0.01850185467950112,100,0.001850185467950112,4,mean_within_target_cv
spectral_radius,0.6,IPC,0.2738170568233098,0.031340397427593945,100,0.0031340397427593947,4,mean_within_target_cv
spectral_radius,0.6,KR,0.26476977787084305,0.02248104377608797,100,0.002248104377608797,4,mean_within_target_cv
spectral_radius,0.6,MC,0.37343815476370884,0.04415617620252472,100,0.004415617620252472,4,mean_within_target_cv
spectral_radius,0.8,GR,0.43800194682106913,0.01919187023663416,100,0.001919187023663416,4,mean_within_target_cv
spectral_radius,0.8,IPC,0.2496255031940567,0.027609773558620404,100,0.0027609773558620403,4,mean_within_target_cv
spectral_radius,0.8,KR,0.2506073323605357,0.023632007731542642,100,0.0023632007731542643,4,mean_within_target_cv
spectral_radius,0.8,MC,0.34085244193894093,0.043647010048330194,100,0.00436470100483302,4,mean_within_target_cv
spectral_radius,1.0,GR,0.40749209028393535,0.01714166828141486,100,0.001714166828141486,4,mean_within_target_cv
spectral_radius,1.0,IPC,0.2097969045566413,0.018868446878406664,100,0.0018868446878406663,4,mean_within_target_cv
spectral_radius,1.0,KR,0.22077686434667532,0.019421351403232315,100,0.0019421351403232315,4,mean_within_target_cv
spectral_radius,1.0,MC,0.27443787619753723,0.028087700228263096,100,0.0028087700228263098,4,mean_within_target_cv
