normalization,sign_frac,raw_rho,raw_rho_std,raw_rho_n,raw_rho_sem,ref_rho,ref_rho_std,ref_rho_n,ref_rho_sem,post_rho,post_rho_std,post_rho_n,post_rho_sem,scale_factor,scale_factor_std,scale_factor_n,scale_factor_sem
original_radius,0.0,12.126330947875976,0.05760589484472948,100,0.005760589484472948,6.763997454643249,0.09443364974648102,100,0.009443364974648103,1.5241200360655784,0.02006121811831588,100,0.002006121811831588,0.1256896326031575,0.0017583332698285496,100,0.00017583332698285496
original_radius,0.2,7.270956645011902,0.08396559993760278,100,0.008396559993760277,6.763997454643249,0.09443364974648102,100,0.009443364974648103,0.9137573054432869,0.006406090578447028,100,0.0006406090578447028,0.1256896326031575,0.0017583332698285496,100,0.00017583332698285496
original_radius,0.4,3.6066673374176026,0.06344086899182036,100,0.006344086899182036,6.763997454643249,0.09443364974648102,100,0.009443364974648103,0.45330877520143986,0.009638805781938303,100,0.0009638805781938302,0.1256896326031575,0.0017583332698285496,100,0.00017583332698285496
original_radius,0.6,3.6176054668426514,0.0745535785826719,100,0.007455357858267191,6.763997454643249,0.09443364974648102,100,0.009443364974648103,0.45468000665307046,0.010656837834412769,100,0.001065683783441277,0.1256896326031575,0.0017583332698285496,100,0.00017583332698285496
original_radius,0.8,7.276794452667236,0.11255989242467858,100,0.011255989242467858,6.763997454643249,0.09443364974648102,100,0.009443364974648103,0.9145994834601879,0.018198553662433645,100,0.0018198553662433646,0.1256896326031575,0.0017583332698285496,100,0.00017583332698285496
original_radius,1.0,12.126331663131714,0.057605593481274905,100,0.0057605593481274905,6.763997454643249,0.09443364974648102,100,0.009443364974648103,1.5241200354695321,0.02006118625516344,100,0.002006118625516344,0.1256896326031575,0.0017583332698285496,100,0.00017583332698285496
spectral_radius,0.0,12.126330947875976,0.05760589484472948,100,0.005760589484472948,6.763997454643249,0.09443364974648102,100,0.009443364974648103,0.8499999971687794,3.406708628585438e-07,100,3.406708628585438e-08,0.07009696381839702,0.00033284370254577105,100,3.328437025457711e-05
spectral_radius,0.2,7.270956645011902,0.08396559993760278,100,0.008396559993760277,6.763997454643249,0.09443364974648102,100,0.009443364974648103,0.8500000976026059,4.270898241649326e-07,100,4.270898241649326e-08,0.11691892762613593,0.001352989875422436,100,0.0001352989875422436
spectral_radius,0.4,3.6066673374176026,0.06344086899182036,100,0.006344086899182036,6.763997454643249,0.09443364974648102,100,0.009443364974648103,0.8500000447034836,1.5277384780129416e-06,100,1.5277384780129416e-07,0.23574586448753834,0.00409191617985243,100,0.000409191617985243
spectral_radius,0.6,3.6176054668426514,0.0745535785826719,100,0.007455357858267191,6.763997454643249,0.09443364974648102,100,0.009443364974648103,0.8499998691678047,1.5277675167884809e-06,100,1.5277675167884809e-07,0.23505973563175314,0.004790094616561012,100,0.0004790094616561012
spectral_radius,0.8,7.276794452667236,0.11255989242467858,100,0.011255989242467858,6.763997454643249,0.09443364974648102,100,0.009443364974648103,0.8499999737739563,4.243192949574176e-07,100,4.243192949574176e-08,0.11683743601562378,0.0018131687532956233,100,0.00018131687532956233
spectral_radius,1.0,12.126331663131714,0.057605593481274905,100,0.0057605593481274905,6.763997454643249,0.09443364974648102,100,0.009443364974648103,0.8499999514222145,3.794459045164805e-07,100,3.794459045164805e-08,0.07009695966726232,0.0003328419231571447,100,3.328419231571447e-05
